Nama Barang,Harga,Terjual,Rating,Lokasi,Label
Permen Yupi Gummy Fang isi 24 sachet,11250,1000,5.0,Jakarta Selatan,yes
Yupi Exotic Mango,14260,1000,4.9,Jakarta Selatan,yes
Yupi Bolicious White Grape 1 Box isi 24,11300,500,5.0,Jakarta Selatan,yes
Yupi Fruit Cocktail kemasan box isi 12 pcs,10750,500,5.0,Jakarta Timur,yes
Paket Yupi Noodles Pizza & Fruit cocktail,9660,1000,4.9,Jakarta Selatan,yes
Yupi zugi zagi zug (Yupi kereta). per box isi 12 pcs.,11845,500,5.0,Tangerang Selatan,yes
Yupi Milly Moos Bag,10200,100,5.0,Jakarta Selatan,yes
Yupi Aneka Rasa eceran 1000 (1 pack isi 12 pcs),12700,1000,5.0,Jakarta Timur,yes
Yupi Burger 1 Box Isi 24 pcs,11800,100,5.0,Jakarta Timur,yes
Triple Bag Yupi Burger 108 Gr,38640,250,5.0,Jakarta Selatan,yes
Yupi Gummy CDZ Display Box,14260,750,5.0,Jakarta Selatan,yes
Yupi Beat Me,14260,500,4.9,Jakarta Selatan,yes
Yupi Gummy Love Burger,14260,1000,5.0,Jakarta Selatan,yes
Yupi Choco Glee 45 gr,6440,1000,4.9,Jakarta Selatan,yes
Yupi Kiss/pack 120gr (Yupi strawberry kiss).,7925,1000,5.0,Tangerang Selatan,yes
Permen Yupi Little Star,11300,1000,5.0,Jakarta Selatan,yes
Yupi Fruity Puff Sak 120 gram,9000,250,5.0,Jakarta Timur,yes
Permen Yupi baby bears 8gr isi 24 pcs Termurah,12990,250,5.0,Kab. Bandung,yes
Permen Yupi Gummy Jelly Candy Mini Burger 105 Gr 100% Original,13000,80,5.0,Jakarta Selatan,yes
Yupi Wotta Melon,14260,1000,4.9,Jakarta Selatan,yes
Permen YUPI Strawberry Kiss 110 gr,10700,7,5.0,Jakarta Utara,yes
500gr Jelly Malaysia / Permen Jeli Kiloan / Permen Seperti Jely Yupi,29999,100,4.9,Jakarta Barat,yes
yupi little star,11445,250,4.9,Tangerang Selatan,yes
Paket Yupi The Best,33120,750,5.0,Jakarta Selatan,yes
Yupi Burger,11445,750,5.0,Tangerang Selatan,yes
YUPI BURGER MAX isi 12 PCS - ( HARGA PER BOX ),13500,100,5.0,Jakarta Barat,yes
yupi berry bonz,11445,250,5.0,Tangerang Selatan,yes
Yupi Gummy Breakfast,12880,1000,4.9,Jakarta Selatan,yes
Permen Gummy YUPI Bolicious - Blackberry 40 Gr,6072,30,5.0,Jakarta Utara,yes
Permen Yupi Aneka Rasa Eceran 500 (1 pack isi 24) - Gummy Fangs,12500,250,5.0,Jakarta Timur,yes
Yupi Aneka Rasa 1000 (1 pack isi 12 pcs) - Waffle Sandwich,12700,100,5.0,Jakarta Timur,yes
Permen YUPI Strawberry Kiss 110 gr,10700,11,5.0,Jakarta Timur,yes
yupi rolleto/yupi donat 1box 12pcs,12200,100,4.9,Jakarta Timur,yes
permen yupi love /strowberry kis 1pack,8500,750,4.9,Jakarta Timur,yes
Yupi Fun Gum 120 gr,11040,750,5.0,Jakarta Selatan,yes
Yupi Bolicious Mandarin Box,14260,1000,4.9,Jakarta Selatan,yes
Yupi Choco Glee kemasan box isi 24 pcs,10750,250,4.9,Jakarta Timur,yes
Six Pack Yupi Sour Oringo 45 Gr,33120,100,4.9,Jakarta Selatan,yes
PERMEN YUPI 120 gr isi 50 pcs,13500,100,4.9,Jakarta Timur,yes
Permen Yupi Milly Moos,11250,1000,5.0,Jakarta Selatan,yes
Yupi Burger Max (1 box isi 12 pcs),10750,70,5.0,Jakarta Timur,yes
Permen Yupi Jungle Fun,11300,1000,5.0,Jakarta Selatan,yes
Yupi Dino Land,11845,250,5.0,Tangerang Selatan,yes
Permen Yupi Exotic Mango isi 24 Sachet,11500,1000,5.0,Jakarta Selatan,yes
Duo Box Yupi Baby Bears,28520,750,5.0,Jakarta Selatan,yes
"YUPI PIZZA , AQUArium, coctail, sweetheart 15gr isi 12 pcs",11200,500,5.0,Tangerang,yes
YUPI BOLICIOUS JUICY MANDARIN JERUK 1 BOX,11300,1000,5.0,Jakarta Selatan,yes
Yupi Bolicious White Grape 40 Gr,7360,100,4.9,Jakarta Selatan,yes
Yupi Burger max,12300,23,5.0,Jakarta Timur,yes
Yupi Strawberry Kiss 120 gr,11040,1000,5.0,Jakarta Selatan,yes
Yupi Just For Fun 1 box isi 12 sachet,11500,750,5.0,Jakarta Selatan,yes
Paket Yupi Milly Moo & Little Star Box,28520,250,4.9,Jakarta Selatan,yes
Permen Yupi Kiss Strawberry 120gr 120 gr gram,8450,1000,5.0,Jakarta Barat,yes
Duo Box Yupi Gummy Fangs,28520,500,5.0,Jakarta Selatan,yes
Yupi Bolicious White Grape Box,14260,250,5.0,Jakarta Selatan,yes
Yupi calci bean. 1box isi 12 sachet,12045,100,5.0,Tangerang Selatan,yes
Yupi Milly Moos 45 gr,5520,1000,4.9,Jakarta Selatan,yes
"YUPI PERMEN Strowberry snack kiloan original, Exp panjang Aman",7500,250,4.9,Jakarta Utara,yes
PROMO! Yupi Gummy Aneka Varian Rasa | 1 Box isi 24 pcs,11625,250,5.0,Jakarta Timur,yes
yupi bolicious strawberry,11845,100,5.0,Tangerang Selatan,yes
Yupi Exotic Mango 45 Gram,5520,1000,4.9,Jakarta Selatan,yes
YUPI campur _ 20pcs,11000,250,5.0,Tangerang Selatan,yes
Permen Yupi Strawberry Kiss Toples,23950,750,5.0,Jakarta Barat,yes
Yupi Choco Glee IWP 1000 Gram,92000,100,5.0,Jakarta Selatan,yes
yupi burger 8gram,11300,100,5.0,Tangerang,yes
Yupi Aneka Rasa eceran 500 (1 pack isi 24 pcs),12500,1000,5.0,Jakarta Timur,yes
Six Pack Yupi Iced Cola 45 Gr,33120,100,5.0,Jakarta Selatan,yes
Permen Yupi SeaWorld isi 24 sachet,11500,1000,5.0,Jakarta Selatan,yes
Package Yupi Gummy Lunch,38640,500,5.0,Jakarta Selatan,yes
Yupi Apple Ring IWP 1000 Gram,92000,100,4.9,Jakarta Selatan,yes
yupi Malaysia 250gram,15000,100,4.9,Jakarta Barat,yes
Permen Gummy YUPI Mini Burger 105 Gr,13000,10,4.0,Jakarta Utara,yes
YUPI GUMMI PIZZA BOX isi 12 PCS - ( HARGA PER BOX ),14000,500,5.0,Jakarta Barat,yes
Yupi Apple Rings 45 gr,5520,1000,4.9,Jakarta Selatan,yes
yupi mango,11445,100,5.0,Tangerang Selatan,yes
Yupi Choco Glee 1 Pak Box Dus 24 Pcs Chocolate Coklat Permen Jelly,11700,250,4.9,Jakarta Selatan,yes
Yupi Berri Bonz 1 Pak Box Dus 24 Pcs Permen Jelly Murah Manis,11700,500,4.9,Jakarta Selatan,yes
Yupi Gummi Pizza 1 Box Isi 12 pcs x 15 gr,11800,100,5.0,Jakarta Timur,yes
Yupi Gummy Cookies,14260,1000,4.9,Jakarta Selatan,yes
Yupi Kiss 120 gram,9000,750,5.0,Jakarta Timur,yes
500gr Jelly Malaysia / Permen Jeli Kiloan / Permen Seperti Jely Yupi,27500,100,4.9,Jakarta Pusat,yes
Permen Gummy YUPI Bolicious - Blackberry Candy,5940,30,5.0,Jakarta Utara,yes
Yupi MILLY MOOS 1 Pak Box 24 Pcs - Permen Jelly Sapi Sheep Mily Mos,11950,250,5.0,Jakarta Selatan,yes
Yupi Gummy Fangs kemasan box isi 24 pcs,10750,250,5.0,Jakarta Timur,yes
Yupi Strawberry Kiss IWP 1000 Gram,82800,250,5.0,Jakarta Selatan,yes
Yupi Baby Bears,11445,500,5.0,Tangerang Selatan,yes
yupi fruit cocktail,12045,250,5.0,Tangerang Selatan,yes
YUPI Gummy Neon Stik 45g - Yupi Cacing,9600,60,5.0,Jakarta Barat,yes
Permen Gummy YUPI Bolicious - Blackberry 40 Gr,6072,50,5.0,Jakarta Timur,yes
Permen Gummy YUPI Bolicious - Blackberry 40 Gr,6072,40,5.0,Jakarta Utara,yes
Yupi Gummy CDZ 1 Pak Box 12 Pcs Permen Jelly Buah Vitamin C D Jeli,12100,100,5.0,Jakarta Selatan,yes
Duo Box Yupi Exotic Mango,28520,100,5.0,Jakarta Selatan,yes
Permen Yupi Fruit Cocktail isi 12 Sachet,11500,750,5.0,Jakarta Selatan,yes
Yupi Sea World,11845,250,5.0,Tangerang Selatan,yes
yupi gummi pizza,12000,250,5.0,Jakarta Timur,yes
Yupi Exotic Mango (1 box isi 24 pcs),10750,250,5.0,Jakarta Timur,yes
Yupi Bolicious JUICY MANDARIN 1 Pak Box 24 Pcs - Permen Jeruk Orange,11950,100,4.9,Jakarta Selatan,yes
Yupi Roletto,15500,250,5.0,Jakarta Utara,yes
Mental Yupi Special Edition - Mega Pizza,32200,100,5.0,Jakarta Selatan,yes
Yupi Ice Cone,11445,250,5.0,Tangerang Selatan,yes
Paket Yupi Gummy Mango-Fang,28520,100,4.8,Jakarta Selatan,yes
Yupi LOVE BURGER 1 Pak Box 12 Pcs - Permen Jelly Pink Murah,11950,250,5.0,Jakarta Selatan,yes
Duo Box Yupi Ice Cream Cone,28520,250,4.9,Jakarta Selatan,yes
Yupi 1 box isi 12 pc,11500,750,4.9,Tangerang Selatan,yes
Yupi Happy Bears,14260,500,5.0,Jakarta Selatan,yes
Yupi Strawberry Kiss Toples 300gr,23845,250,5.0,Tangerang Selatan,yes
yupi pizza,12045,250,5.0,Tangerang Selatan,yes
Permen Yupi Roletto Mix Isi 12,11890,100,4.9,Jakarta Barat,yes
yupi gummy fangs gigi,11445,250,5.0,Tangerang Selatan,yes
Yupi Happy Bear,11845,100,5.0,Tangerang Selatan,yes
Yupi Bolicious Strawberry 1 Pak Box 24 Pcs - Permen Stroberi Jelly,11950,250,4.9,Jakarta Selatan,yes
Triple Bag Yupi Strawberry Kiss 120 Gr,33120,100,5.0,Jakarta Selatan,yes
Yupi Burger 8gr Permen Gummy isi 24 Pcs,19800,100,5.0,Depok,yes
Permen Yupi Love Burger Box Isi 12pcs,11890,250,5.0,Jakarta Barat,yes
Yupi Bolicius Wild Blackberry (1 box isi 24 pcs),10750,250,5.0,Jakarta Timur,yes
Permen Yupi Kiloan Strawberry | Yupi Stroberi Kiss Snack Kiloan,19900,250,5.0,Kab. Tangerang,yes
Permen Yupi Bolicious Jeruk Mandarin Orange Box Isi 24Pcs 24 Pcs,11890,250,5.0,Jakarta Barat,yes
Permen Yupi Wotaa Melon Box Isi 24Pcs 24 Pcs,11475,250,5.0,Jakarta Barat,yes
Yupi CDZ,11845,100,5.0,Tangerang Selatan,yes
Permen Yupi Strawberry Kiss 1 Bungkus 120g 120gr Merah Pink Stroberi,8300,1000,5.0,Jakarta Selatan,yes
Yupi Roletto Mix 1 Pak Box Dus 12 Pcs Permen Jelly Murah Manis Roleto,11950,250,5.0,Jakarta Selatan,yes
Package Yupi Vit C,42780,500,4.9,Jakarta Selatan,yes
YUPI Box Isi 24,12700,30,5.0,Depok,yes
Permen Gummy YUPI Bolicious - Blackberry 40 Gr,5900,70,5.0,Jakarta Selatan,yes
Permen Yupi Aneka Rasa Eceran 1000 (1 packs isi 12) - Sweat Heart,12500,100,5.0,Jakarta Timur,yes
chitato BBQ kiloan 250 gram free bubble warp,38500,100,4.9,Bekasi,yes
Chitato Lite Keripik Kentang Potato Chips - Seaweed - 168gr | Murah,17600,7,5.0,Jakarta Barat,yes
Chitato 15 gram renceng (1 renceng isi 10 pcs),20700,750,5.0,Jakarta Timur,yes
CHITATO CHEESE SUPREME 68 GRAM,11500,30,5.0,Jakarta Barat,yes
Chiki Chitato rasa Sapi Panggang 15gr (isi 10),19500,80,5.0,Jakarta Timur,yes
Chitato Party Pack Rasa Sapi Panggang 168 g,21600,250,5.0,Jakarta Utara,yes
Chitato Lite Rumput Laut 1 Renceng Isi 14 gr x 10 pcs,19000,500,5.0,Jakarta Timur,yes
Chitato Lite Salmon Teriyaki 68 gr,9500,250,4.9,Tangerang Selatan,yes
Chitato Lite Rasa Rumput Laut 35 g,5500,500,5.0,Jakarta Utara,yes
CHITATO |SNACK INDOFOOD KILOAN,27499,500,5.0,Jakarta Selatan,yes
Chitato Party Pack Rasa Ayam Bumbu 168 g,21600,250,5.0,Jakarta Utara,yes
CHITATO WAVY SPICY CHICKEN (AYAM BUMBU) 68 GRAM,9900,28,2.3,Jakarta Barat,yes
CHITATO SAPI PANGGANG 68 GRAM,11500,250,4.8,Jakarta Barat,yes
Chitato Mie Goreng 68 gr,10900,100,5.0,Jakarta Selatan,yes
Chitato Maxx Spicy Mexican Chili Flavor 55 g,9800,750,5.0,Jakarta Utara,yes
Chitato Lite Beef BBQ 68 gr,9500,250,5.0,Tangerang Selatan,yes
Keripik Kentang Chitato (10 x 15 gram),19500,750,5.0,Jakarta Selatan,yes
Chitato Sapi Panggang 35 g,5500,1000,4.9,Jakarta Utara,yes
Keripik Kentang Chitato Sapi panggang 15gr. isi 10bks/rcg | Chiki/ciki,19490,1000,5.0,Tangerang Selatan,yes
"Snack kiloan Chitato Cemilan Original,EXP panjang Aman",15500,500,4.9,Jakarta Utara,yes
Chitato Lite Party Pack Rasa Rumput laut 168 g,21400,250,4.9,Jakarta Utara,yes
Chitato Beef Edition Rasa Sapi Panggang Serenceng Isi 10 Pcs @ 15g,19000,500,5.0,Jakarta Timur,yes
Chitato Lite Rumput Laut,19490,500,5.0,Tangerang Selatan,yes
Chitato Sapi Panggang Lite Rumput Laut Renceng 15gram 15 gram 10 Pcs,20925,500,5.0,Jakarta Barat,yes
Chitato Lite Hangout Pack Rasa Rumput Laut 120 g,14700,500,5.0,Jakarta Utara,yes
chitato renceng 10pcs,19900,250,5.0,Depok,yes
Chitato Asli Snack [3 pcs/68 g],36500,100,5.0,Jakarta Pusat,yes
Chitato lite / Sapi panggang Renceng @15gr,19000,60,5.0,Jakarta Timur,yes
Chitato Rasa Asli 68 Gr,11670,250,5.0,Jakarta Pusat,yes
Chitato LITE Rumput Laut renceng [10pcs/renceng],17900,100,5.0,Kab. Bandung,yes
Chitato Asli 68gr,10000,80,5.0,Jakarta Timur,yes
keripik kentang chitato 15 gram - Chiki Chitato 15gram,20000,100,5.0,Tangerang Selatan,yes
Chitato Lite Sour Cream Onion 68 gr,10800,50,5.0,Jakarta Selatan,yes
"snack kiloan chitato lite rumput laut cemilan original,Exp panjang",13500,250,4.9,Jakarta Utara,yes
chitato lite renceng isi 10,19000,50,5.0,Jakarta Timur,yes
Chitato Lite Sour Cream Onion 68 gr - 6 pcs,64500,12,5.0,Jakarta Selatan,yes
chitato lite keripik kentang rasa rumput laut 250 gram free bubble,38500,100,4.9,Bekasi,yes
Chitato Sapi Panggang Snack Kentang 15gr [10 pcs/renceng],17700,250,5.0,Kab. Bandung,yes
Chitato LITE Rumput Laut 168 gr,18500,29,5.0,Jakarta Timur,yes
Chitato Sapi Panggang Hangout Pack (120 gr) - Groceries ABOVE,21400,27,5.0,Jakarta Selatan,yes
Chitato Lite Rumput laut / snack kiloan original,24500,100,5.0,Jakarta Selatan,yes
chitato renceng 15gr,18000,40,5.0,Depok,yes
Chitato Lite Rasa Rumput Laut 68 g,9800,500,4.9,Jakarta Utara,yes
Chitato Lite Rumput Laut Snack Renceng [10 x 14 Gr],19443,8,5.0,Depok,yes
CHITATO Ayam Bumbu Keripik Kentang Spicy Chicken 35 gr,7400,60,5.0,Tangerang,yes
chitato 14 gr 1 dus isi 60 pcs,110000,40,4.8,Jakarta Selatan,yes
CHITATO SAPI BUMBU BAKAR 68 GRAM,9900,80,4.7,Jakarta Barat,yes
Chitato Rasa Ayam Panggang | Sapi Panggang - Ayam Bumbu 40gr,6000,5,5.0,Makassar,yes
CHITATO RASA INDOMIE MIE GORENG 68GR,13000,250,5.0,Medan,yes
CHITATO RASA ASLI SNACK 68 GRAM,10300,29,4.7,Jakarta Barat,yes
CHITATO LITE RUMPUT LAUT 68 GRAM,9900,70,5.0,Jakarta Barat,yes
CHITATO BEEF BARBEQUE 35 GRAM,5750,30,5.0,Jakarta Barat,yes
Wulama Gluten Spicy Tofu Latiao Cemilan Snack Vegetarian,19900,1000,4.9,Jakarta Barat,yes
Chitato Sapi Panggang 68 g,9800,1000,5.0,Jakarta Utara,yes
5 Pcs - Chitato Lite Nori Seaweed 35 Gr + 1 Pcs,31800,50,4.1,Tangerang Selatan,yes
Snack Chitato Lite Keripik Kentang Potato Chips Seaweed 120gr,12640,90,4.8,Jakarta Barat,yes
Chitato Snack Potato Chips Sapi Panggang,12650,250,4.9,Jakarta Selatan,yes
chitato lite rumput laut,19900,500,5.0,Jakarta Timur,yes
Chitato Original 68 gr,10200,19,5.0,Jakarta Pusat,yes
Chitato Lite Keripik Rumput Laut 1 Renceng Isi 10 pcs @14gr,18590,250,4.9,Bekasi,yes
chitato lite 14gr,18500,23,5.0,Depok,yes
CHITATO SPICY CHICKEN 35 GRAM,5750,6,3.0,Jakarta Barat,yes
Chitato Ayam Barbekiu 68gr (Harga Promo),9200,30,5.0,Jakarta Selatan,yes
CHITATO SAPI PANGGANG INDOFOOD SNACK KILOAN ORIGINAL,25382,100,5.0,Bandung,yes
Chitato Potato Chips Sapi Panggang 1 Renceng Isi 10 pcs @15gr,18590,250,4.9,Bekasi,yes
Chitato Rasa Ayam Bumbu (Spicy Chicken Flavour) 68 Gr,10000,60,5.0,Jakarta Timur,yes
Chitato kiloan,45000,10,5.0,Jakarta Timur,yes
Chitato Ayam Barbekiu 68 g,9800,250,5.0,Jakarta Utara,yes
Chitato Sapi Panggang 15 Gr,19000,750,5.0,Tangerang Selatan,yes
SNACK CHITATO / CHIKI BALLS / POTABEE RENCENG ISI 10,10000,1000,5.0,Surabaya,yes
Chitato Sapi Panggang 15gr - Renceng Isi 10 Pcs,19800,100,5.0,Bandung,yes
chitato bbq snack kiloan murah 250 gram.,33500,750,4.9,Surabaya,yes
CHITATO SNACK SPICY GRILLED BEEF F 68GR,9350,750,5.0,Jakarta Utara,yes
Keripik Kentang Original / Kentang Crispy Ori (Asin) @250gr,29900,1000,4.9,Surabaya,yes
Chitato Ayam Bumbu 68gr (Harga Promo),9200,100,5.0,Jakarta Selatan,yes
CHITATO Rasa Sapi Bumbu Bakar Spicy Grilled Beef Flavour 68 gr,13200,70,5.0,Tangerang,yes
Chitato Snack Potato Chips Cheese Edition (Supreme) 68gr Paket 4 Pcs,50600,100,4.9,Jakarta Selatan,yes
Chitato Ayam Bumbu 35 g,5500,250,5.0,Jakarta Utara,yes
Chitato Cheese Supreme 68 Gr,11670,100,5.0,Jakarta Pusat,yes
CHITATO LITE NORI SEAWEED 68 GR,11570,100,5.0,Jakarta Pusat,yes
CHITATO LITE SOUR CREAM 55 GR,11470,60,5.0,Jakarta Pusat,yes
Chitato rasa sapi panggang 15 gram ( 1 renceng isi 10 sachet ),19500,60,4.8,Jakarta Timur,yes
Chitato Sapi Bumbu Bakar 68 g,9800,250,5.0,Jakarta Utara,yes
Chitato Lite Rasa Sapi Panggang 68 g,9800,250,4.9,Jakarta Utara,yes
CHITATO SAPI BUMBU BAKAR 68 GR,11670,30,5.0,Jakarta Pusat,yes
Chitato Renceng isi 10 pcs,20000,100,5.0,Semarang,yes
keripik kentang chitato barbeque/Snack repack,23500,60,5.0,Bekasi,yes
Chitato Lite Renceng,19000,250,5.0,Tangerang Selatan,yes
CHITATO LITE BBQ 68 GR,11470,70,4.7,Jakarta Pusat,yes
CHITATO SAPI PANGGANG REPACK 200 GRAM SNACK INDOFOOD KILOAN ORIGINAL,34000,1000,4.9,Jakarta Selatan,yes
Chitato Renceng isi 10 bungkus,19950,29,5.0,Jakarta Barat,yes
Chitato Rasa Sapi Bumbu Bakar 68 gram Sayurbox,10500,100,5.0,Jakarta Selatan,yes
CHITATO SAPI PANGGANG 68 Gr,12000,250,4.9,Bogor,yes
Chitato Potato Chips Indomie Goreng 68 gram Sayurbox,11600,250,5.0,Jakarta Selatan,yes
ciki chitato/kentang chip sapi panggang,20000,750,5.0,Jakarta Timur,yes
CHITATO LITE SALMON 68 GR,11470,17,5.0,Jakarta Pusat,yes
Chitato Lite Nori Seaweed 68 gr,9500,250,4.9,Tangerang Selatan,yes
Chitato Sapi Panggang 68 Gr,11670,250,4.7,Jakarta Pusat,yes
Chitato Rasa Keju Suprime 68 Gr,9500,250,4.9,Tangerang Selatan,yes
Chitato citato ciki kentang sapi panggang renceng,19500,50,5.0,Jakarta Utara,yes
Keripik Kentang Chitato Lite Sour Cream Onion 55gr Crispy Potato Chips,15800,8,4.7,Jakarta Barat,yes
Chitato Citato Indomie Mie Goreng / Keripik Kentang Chitato 68 Gram,14800,100,5.0,Jakarta Utara,yes
Chitato Ayam Bumbu 68 Gr,11670,40,5.0,Jakarta Pusat,yes
Chitato Ayam Barbeque 68 Gr,11670,40,5.0,Jakarta Pusat,yes
"[RTG] Snack 10pcs Chitato, Chitatolite, Qtela, Piatos Japota Potabee",20300,100,5.0,Malang,yes
Chitato 68gr,9500,100,5.0,Semarang,yes
Chitato bbq 15 gram isi 10 bks,19000,40,5.0,Jakarta Utara,yes
chitato kiloan 250gr,36000,100,4.9,Kab. Bekasi,yes
CHITATO SAPI PANGGANG 120 GR,16970,100,5.0,Jakarta Selatan,yes
Chitato Snack Potato Chips Sapi Panggang 68gr,12650,90,5.0,Jakarta Selatan,yes
Snack CHITATO (isi 10),27500,8,5.0,Palembang,yes
Chitato Sapi Panggang Hangout Pack 120 Gram,23000,9,5.0,Jakarta Barat,yes
Sarang Balam Christine hakim/Asli padang/Snack/cemilan,42000,8,5.0,Jakarta Utara,yes
POTABEE KERIPIK KENTANG - BEEF BBQ,10250,30,5.0,Jakarta Barat,yes
MIE INSTAN INDOMIE RASA SOTO MEDAN ISI 40 X 70GR - PER KARTON,135000,40,5.0,Medan,yes
CHITATO LITE NORI SEAWEED 55 GRAM,9900,20,3.0,Jakarta Barat,yes
CHITATO LITE NORI SEAWEED 168 GR,26190,30,4.8,Jakarta Selatan,yes
CHITATO Rasa Ayam Bumbu Spicy Chiken Flavour 75 gr,13200,100,4.8,Tangerang,yes
Chitato Snack Potato Chips Cheese Edition (Supreme) 68gr,12650,250,4.9,Jakarta Selatan,yes
Chitato Lite Sour Cream Onion / Saus Krim & Bawang 55gr,11900,50,4.4,Jakarta Pusat,yes
Chitato sapi panggang/ Snack kiloan original,31500,250,4.9,Jakarta Selatan,yes
chitato lite rumput laut snack kiloan murah ± 230 gram.,33500,250,4.9,Surabaya,yes
chitato lite rumput laut,5200,100,5.0,Surabaya,yes
Chitato Lite (1 Renceng/10pcs),18500,250,5.0,Bandung,yes
Flaxbar Cokelat - Snack Bar (Snack Sehat),14500,90,5.0,Jakarta Pusat,yes
snack kiloan cheetos jagung bakar 250 gram free bubble warp,26500,1000,4.9,Bekasi,yes
3 Pcs - Chitato Wavy Spicy Grilled Beef 68 gr,28500,50,5.0,Tangerang Selatan,yes
Chitato Lite Rumput Laut 14Gr | 1 Renceng @10 Pcs,25000,100,5.0,Jakarta Barat,yes
Chitato snack kiloan lebaran termurah sale,33500,250,4.9,Malang,yes
CHITATO Ayam Barbeque Keripik Kentang Chicken BBQ 75 gr / 68 gr,13200,40,4.9,Tangerang,yes
Chitato Rasa Sapi Panggang 68 gram Sayurbox,10000,100,5.0,Jakarta Selatan,yes
Chitato Spicy Chicken 35 Gr,5300,250,5.0,Tangerang Selatan,yes
Chitato Lite 1Dus @14 Gram Isi 60 Pcs New Harga Terjangkau...,109950,10,5.0,Jakarta Barat,yes
Chitato lite renceng isi 10 ready,23200,18,5.0,Jakarta Barat,yes
Chitato Snack Potato Chips Cheese Edition (Supreme) 68g,12650,50,5.0,Jakarta Selatan,yes
SNACK BANTAL PANGPANG MINI / SNACK PANG PANG / PANG-PANG MANIS 500GR,19999,100,5.0,Jakarta Utara,yes
Cabrini Healthy Snacks - Crispy Mushroom (500ml) Keripik Jamur,110000,29,4.9,Tangerang Selatan,yes
snack chiki balls kemasan 250 gram free bubble warp,32500,750,5.0,Bekasi,yes
Chitato Lite Rumput Laut 68 Gr,10500,60,5.0,Jakarta Pusat,yes
Chitato/chitato lite 1 karton 60 pcs,112000,30,4.9,Jakarta Utara,yes
Chitato Rasa Sapi Panggang 15 Gram - 1 Pak Isi 10 Pcs,18000,750,4.9,Jakarta Timur,yes
10pcs Chitato Lite Rumput Laut 14gr,22000,30,4.9,Jakarta Selatan,yes
Chitato Lite Keripik Kentang 68 gram,12500,23,5.0,Jakarta Utara,yes
Chitato Wavy Spicy Chicken 68gr,9500,100,5.0,Tangerang Selatan,yes
CHITATO Cheese Keripik Kentang Keju 75 gr / 68 gr,13200,80,5.0,Tangerang,yes
CHITATO RASA ASLI 68 GR,12200,70,5.0,Jakarta Timur,yes
Chitato beef BBQ • 200gr,28500,90,5.0,Depok,yes
CHITATO SAPI PANGGANG 120 GR,16970,250,5.0,Jakarta Barat,yes
CHITATO Sapi Panggang 168 Gr,25590,30,5.0,Jakarta Selatan,yes
CHITATO SAPI PANGGANG BEEF BBQ FLAVOUR 35GR,7500,100,5.0,Medan,yes
Chitato Snack Potato Chips Sapi Panggang 68 g Paket 4 Pcs,50600,100,4.9,Jakarta Selatan,yes
chitato 250 gram kiloan,18000,40,5.0,Semarang,yes
chitato lite isi 10 renceng,18500,100,5.0,Surabaya,yes
CHITATO Sapi Bumbu Bakar Spicy Grilled Beef Keripik Kentang 35 gr,7400,100,5.0,Tangerang,yes
Chitato Snack Potato Chips Cheese Edition (Supreme) 68gr Paket 4Pcs,50600,14,5.0,Jakarta Selatan,yes
CHITATO AYAM BUMBU 168 GR,25590,20,5.0,Jakarta Selatan,yes
Chitato Lite Rasa Rumput Laut 35gr,6500,10,5.0,Jakarta Pusat,yes
CHITATO Lite BBQ Rasa Barbeque 68 Gr,12600,18,5.0,Tangerang,yes
Chitato original edition 68g,9300,250,4.9,Surabaya,yes
Chitato Ayam Bumbu 68 Gr,10200,10,5.0,Jakarta Pusat,yes
Chitato Lite Rumput Laut Hangout Pack (120 gr) - Groceries ABOVE,20700,29,4.9,Jakarta Selatan,yes
10 Pcs - Chitato Spicy Chicken 35 Gr + 1 Pcs,58300,19,5.0,Tangerang Selatan,yes
Chitato Snack Potato Chips Sapi Panggang 68gr Paket 4 Pcs,50600,29,5.0,Jakarta Selatan,yes
Chitato Beef Barbeque 15 Gram | 1 Renceng @10 Pcs,23500,40,5.0,Jakarta Barat,yes
Chitato Lite Sapi Panggang 68 gr (BBQ),10500,50,5.0,Tangerang,yes
CHITATO SAPI PANGGANG 68GR,10200,100,5.0,Jakarta Pusat,yes
CHITATO LITE NORI SEAWEED 120GR,18900,10,5.0,Jakarta Timur,yes
Chitato Cheese Edition (Rasa Keju) 68 Gr,10000,80,5.0,Jakarta Timur,yes
Chitato Sapi Panggang 15 Gr x 10 Pcs,22000,30,5.0,Jakarta Barat,yes
Chitato Lite Rumput Laut 14 Gr x 10,22000,90,5.0,Jakarta Barat,yes
CHITATO FAM ASLI 68G,10900,90,5.0,Jakarta Selatan,yes
Chitato Lite Rumput Laut Snack Kiloan Original 250 Gram,27500,100,5.0,Bandung,yes
Chitato Wavy Beef BBQ 68 gr,9500,100,5.0,Tangerang Selatan,yes
Chitato Keripik Kentang rasa Sapi Panggang,12000,9,5.0,Jakarta Timur,yes
Chitato lite rasa saus krim bawang 55 gr,18000,8,4.7,Jakarta Selatan,yes
Chitato Sapi Panggang 120 Gram,23500,15,5.0,Jakarta Barat,yes
KERIPIK KENTANG BBQ / KERIPIK KENTANG SAPI PANGGANG@250gr,26500,100,4.9,Surabaya,yes
KERIPIK SINGKONG BALADO 250gr - Cemilan Faedah Snack,21553,30,4.9,Cimahi,yes
chuba singkong keju/ balado 250gram free bubble warp,25500,500,4.9,Bekasi,yes
